station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
AVP,1996-01-13 06:07,M,M,M,320.00,9.00,M,29.60,M,7.00,16.00,BKN,OVC,   ,   ,1400.00,3300.00,M,M,-SN,M,M,M,M,M,M,M,KAVP 130607Z 32009G16KT 7SM -SN BKN014 OVC033 A2960 RMK SLPNO
AVP,1996-01-13 07:00,24.08,19.04,80.80,300.00,6.00,M,29.62,1004.40,10.00,M,OVC,   ,   ,   ,1400.00,M,M,M,M,M,M,M,M,M,M,15.99,KAVP 130700Z 30006KT 10SM OVC014 M04/M07 A2962 RMK SB05E30; SLP044 T10441072
AVP,1996-01-13 08:00,23.00,17.96,80.71,350.00,7.00,M,29.64,1005.00,7.00,M,OVC,   ,   ,   ,1400.00,M,M,M,-SN,M,M,M,M,M,M,13.81,KAVP 130800Z 35007KT 7SM -SN OVC014 M05/M08 A2964 RMK 98000/ SB10; SLP050 T10501078
AVP,1996-01-13 09:00,23.00,17.96,80.71,310.00,6.00,M,29.66,1005.60,5.00,M,OVC,   ,   ,   ,1400.00,M,M,M,-SN FG,M,M,M,M,M,M,14.69,KAVP 130900Z 31006KT 5SM -SN FG OVC014 M05/M08 A2966 RMK 8/5/// 6000/; SLP056 T10501078 55030
AVP,1996-01-13 10:00,23.00,19.04,84.54,320.00,8.00,M,29.67,1006.10,7.00,M,OVC,   ,   ,   ,1000.00,M,M,M,M,M,M,M,M,M,M,13.03,KAVP 131000Z 32008KT 7SM OVC010 M05/M07 A2967 RMK SE40; SLP061 T10501072
AVP,1996-01-13 11:00,23.00,17.96,80.71,320.00,8.00,M,29.69,1006.70,10.00,M,OVC,   ,   ,   ,1200.00,M,M,M,M,M,M,M,M,M,M,13.03,KAVP 131100Z 32008KT 10SM OVC012 M05/M08 A2969 RMK SLP067 T10501078
AVP,1996-01-13 11:31,M,M,M,350.00,13.00,M,29.70,M,10.00,18.00,OVC,   ,   ,   ,1600.00,M,M,M,M,M,M,M,M,M,M,M,KAVP 131131Z 35013G18KT 10SM OVC016 A2970 RMK SLPNO
AVP,1996-01-13 12:00,21.92,15.98,77.54,320.00,8.00,M,29.71,1007.20,10.00,M,OVC,   ,   ,   ,1600.00,M,M,M,M,M,M,M,M,M,M,11.70,KAVP 131200Z 32008KT 10SM OVC016 M06/M09 A2971 RMK 4/029/ 53015 6000/ 70069 10025 20022; SLP072 600// 70071 T10561089 580/5
AVP,1996-01-13 13:00,19.94,14.00,77.35,290.00,4.00,M,29.74,1008.30,15.00,M,BKN,BKN,   ,   ,1800.00,2300.00,M,M,M,M,M,M,M,M,M,13.34,KAVP 131300Z 29004KT 15SM BKN018 BKN023 M07/M10 A2974 RMK SLP083 T10671100
AVP,1996-01-13 13:16,M,M,M,260.00,6.00,M,29.75,M,15.00,M,SCT,SCT,SCT,   ,1900.00,9000.00,20000.00,M,M,M,M,M,M,M,M,M,KAVP 131316Z 26006KT 15SM SCT019 SCT090 SCT200 A2975 RMK SLPNO
AVP,1996-01-13 14:00,19.04,14.00,80.38,240.00,4.00,M,29.74,1008.30,15.00,M,SCT,SCT,   ,   ,2000.00,9000.00,M,M,M,M,M,M,M,M,M,12.29,KAVP 131400Z 24004KT 15SM SCT020 SCT090 M07/M10 A2974 RMK SLP083 T10721100
AVP,1996-01-13 15:00,19.94,14.00,77.35,300.00,8.00,M,29.77,1009.40,15.00,M,SCT,SCT,BKN,BKN,1900.00,2600.00,9000.00,20000.00,M,M,M,M,M,M,M,9.26,KAVP 131500Z 30008KT 15SM SCT019 SCT026 BKN090 BKN200 M07/M10 A2977 RMK 8/571/ 52020; SLP094 T10671100
AVP,1996-01-13 15:14,M,M,M,320.00,9.00,M,29.77,M,15.00,M,BKN,OVC,   ,   ,2400.00,2900.00,M,M,M,M,M,M,M,M,M,M,KAVP 131514Z 32009KT 15SM BKN024 OVC029 A2977 RMK SLPNO
AVP,1996-01-13 16:00,21.92,14.00,71.12,310.00,6.00,M,29.80,1009.30,10.00,M,OVC,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,13.39,KAVP 131600Z 31006KT 10SM OVC/// M06/M10 A//// RMK SLP093 T10561100
AVP,1996-01-13 17:00,23.00,15.98,74.09,190.00,4.00,M,29.73,1007.90,10.00,M,OVC,   ,   ,   ,2100.00,M,M,M,M,M,M,M,M,M,M,16.91,KAVP 131700Z 19004KT 10SM OVC021 M05/M09 A2973 RMK SLP079 T10501089
AVP,1996-01-13 18:00,24.98,17.06,71.47,230.00,5.00,M,29.71,1007.20,10.00,M,OVC,   ,   ,   ,2200.00,M,M,M,M,M,M,M,M,M,M,18.06,KAVP 131800Z 23005KT 10SM OVC022 M04/M08 A2971 RMK 8/5/// 10025 20019; SLP072 60020 T10391083 55070
AVP,1996-01-13 19:00,24.98,17.96,74.29,250.00,7.00,M,29.70,1007.00,10.00,M,OVC,   ,   ,   ,2200.00,M,M,M,M,M,M,M,M,M,M,16.22,KAVP 131900Z 25007KT 10SM OVC022 M04/M08 A2970 RMK SLP070 T10391078
AVP,1996-01-13 19:20,M,M,M,240.00,7.00,M,29.70,M,10.00,M,BKN,   ,   ,   ,6000.00,M,M,M,M,M,M,M,M,M,M,M,KAVP 131920Z 24007KT 10SM BKN060 A2970 RMK SLPNO
AVP,1996-01-13 20:00,26.06,19.04,74.41,240.00,7.00,M,29.71,1007.20,10.00,M,BKN,   ,   ,   ,3000.00,M,M,M,M,M,M,M,M,M,M,17.54,KAVP 132000Z 24007KT 10SM BKN030 M03/M07 A2971 RMK SLP072 T10331072
AVP,1996-01-13 21:00,26.06,19.04,74.41,250.00,7.00,M,29.73,1008.10,10.00,M,OVC,   ,   ,   ,2600.00,M,M,M,M,M,M,M,M,M,M,17.54,KAVP 132100Z 25007KT 10SM OVC026 M03/M07 A2973 RMK 8/5/// 53008; SLP081 T10331072
AVP,1996-01-13 22:00,26.96,19.94,74.50,230.00,4.00,M,29.73,1008.10,10.00,M,OVC,   ,   ,   ,2200.00,M,M,M,M,M,M,M,M,M,M,21.53,KAVP 132200Z 23004KT 10SM OVC022 M03/M07 A2973 RMK SLP081 T10281067
AVP,1996-01-13 23:00,26.96,19.94,74.50,260.00,5.00,M,29.76,1009.10,10.00,M,OVC,   ,   ,   ,2600.00,M,M,M,M,M,M,M,M,M,M,20.41,KAVP 132300Z 26005KT 10SM OVC026 M03/M07 A2976 RMK SLP091 T10281067
AVP,1996-01-14 00:00,26.96,21.02,78.00,210.00,6.00,M,29.77,1009.50,10.00,M,OVC,   ,   ,   ,2800.00,M,M,M,M,M,M,M,M,M,M,19.46,KAVP 140000Z 21006KT 10SM OVC028 M03/M06 A2977 RMK 4/029/ 51014 10027 20025; SLP095 600// T10281061 580/5
AVP,1996-01-14 01:00,26.96,21.02,78.00,210.00,8.00,M,29.80,1010.40,10.00,M,OVC,   ,   ,   ,3700.00,M,M,M,M,M,M,M,M,M,M,17.90,KAVP 140100Z 21008KT 10SM OVC037 M03/M06 A2980 RMK SLP104 T10281061
AVP,1996-01-14 02:00,28.04,21.92,77.50,210.00,6.00,M,29.82,1011.30,7.00,M,OVC,   ,   ,   ,5000.00,M,M,M,-SN,M,M,M,M,M,M,20.76,KAVP 140200Z 21006KT 7SM -SN OVC050 M02/M06 A2982 RMK SB04; SLP113 T10221056
AVP,1996-01-14 03:00,26.96,24.08,88.73,220.00,4.00,M,29.84,1012.00,4.00,M,OVC,   ,   ,   ,3000.00,M,M,M,-SN FG,M,M,M,M,M,M,21.53,KAVP 140300Z 22004KT 4SM -SN FG OVC030 M03/M04 A2984 RMK 8/5/// 6000/; SLP120 T10281044 55010
AVP,1996-01-14 04:00,26.96,24.08,88.73,220.00,5.00,M,29.90,1012.50,7.00,M,OVC,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,20.41,KAVP 140400Z 22005KT 7SM OVC/// M03/M04 A//// RMK SLP125 T10281044
AVP,1996-01-14 05:00,28.04,24.08,84.87,220.00,4.00,M,29.87,1012.90,10.00,M,OVC,   ,   ,   ,1800.00,M,M,M,M,M,M,M,M,M,M,22.80,KAVP 140500Z 22004KT 10SM OVC018 M02/M04 A2987 RMK 400280019; SLP129 T10221044
AVP,1996-01-14 06:00,28.04,24.08,84.87,200.00,6.00,M,29.87,1012.70,10.00,M,OVC,   ,   ,   ,2000.00,M,M,M,M,M,M,M,M,M,M,20.76,KAVP 140600Z 20006KT 10SM OVC020 M02/M04 A2987 RMK 8/5/// 6000/ 10029 20027; SLP127 60008 T10221044 55000
AVP,1996-01-14 07:00,28.04,24.08,84.87,240.00,6.00,M,29.89,1013.40,7.00,M,OVC,   ,   ,   ,2100.00,M,M,M,M,M,M,M,M,M,M,20.76,KAVP 140700Z 24006KT 7SM OVC021 M02/M04 A2989 RMK SLP134 T10221044
AVP,1996-01-14 08:00,28.04,24.08,84.87,220.00,7.00,M,29.89,1013.40,7.00,M,OVC,   ,   ,   ,2400.00,M,M,M,M,M,M,M,M,M,M,19.95,KAVP 140800Z 22007KT 7SM OVC024 M02/M04 A2989 RMK 98069; SLP134 T10221044
AVP,1996-01-14 09:00,28.04,23.00,81.11,230.00,5.00,M,29.90,1013.80,7.00,M,SCT,OVC,   ,   ,2400.00,3600.00,M,M,M,M,M,M,M,M,M,21.69,KAVP 140900Z 23005KT 7SM SCT024 OVC036 M02/M05 A2990 RMK 8/5/// 51010; SLP138 T10221050
AVP,1996-01-14 10:00,26.96,21.92,81.03,220.00,10.00,M,29.94,1013.90,7.00,M,SCT,OVC,   ,   ,M,M,M,M,M,M,M,M,M,M,M,16.65,KAVP 141000Z 22010KT 7SM SCT/// OVC/// M03/M06 A//// RMK SLP139 T10281056
AVP,1996-01-14 11:00,24.08,21.02,87.91,210.00,10.00,M,29.92,1014.30,7.00,M,SCT,   ,   ,   ,3600.00,M,M,M,M,M,M,M,M,M,M,13.04,KAVP 141100Z 21010KT 7SM SCT036 M04/M06 A2992 RMK SLP143 T10441061
AVP,1996-01-14 12:00,24.98,21.02,84.67,200.00,5.00,M,29.92,1014.30,7.00,M,SCT,   ,   ,   ,3600.00,M,M,M,M,M,M,M,M,M,M,18.06,KAVP 141200Z 20005KT 7SM SCT036 M04/M06 A2992 RMK 4/040/ 52005 10029 20024; SLP143 60000 T10391061 580/5
AVP,1996-01-14 13:00,24.08,21.92,91.32,230.00,7.00,M,29.91,1014.20,10.00,M,BKN,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,15.13,KAVP 141300Z 23007KT 10SM BKN015 M04/M06 A2991 RMK SLP142 T10441056
AVP,1996-01-14 13:27,M,M,M,250.00,7.00,M,29.91,M,10.00,M,SCT,   ,   ,   ,1500.00,M,M,M,M,M,M,M,M,M,M,M,KAVP 141327Z 25007KT 10SM SCT015 A2991 RMK SLPNO
AVP,1996-01-14 14:00,26.96,23.00,84.80,220.00,8.00,M,29.91,1013.90,10.00,M,SCT,BKN,   ,   ,2000.00,20000.00,M,M,M,M,M,M,M,M,M,17.90,KAVP 141400Z 22008KT 10SM SCT020 BKN200 M03/M05 A2991 RMK SLP139 T10281050
AVP,1996-01-14 15:00,30.92,24.98,78.35,220.00,11.00,M,29.90,1013.50,10.00,19.00,SCT,BKN,   ,   ,2000.00,20000.00,M,M,M,M,M,M,M,M,M,21.10,KAVP 141500Z 22011G19KT 10SM SCT020 BKN200 M01/M04 A2990 RMK 8/508/ 58007; SLP135 T10061039
AVP,1996-01-14 16:00,32.00,26.06,78.45,230.00,16.00,M,29.89,1013.30,10.00,22.00,SCT,BKN,   ,   ,2000.00,20000.00,M,M,M,M,M,M,M,M,M,20.42,KAVP 141600Z 23016G22KT 10SM SCT020 BKN200 00/M03 A2989 RMK SLP133 T00001033
AVP,1996-01-14 17:00,32.00,26.06,78.45,240.00,6.00,M,29.84,1011.50,10.00,M,BKN,   ,   ,   ,20000.00,M,M,M,M,M,M,M,M,M,M,25.53,KAVP 141700Z 24006KT 10SM BKN200 00/M03 A2984 RMK SLP115 T00001033
AVP,1996-01-14 18:00,35.06,26.96,72.03,230.00,7.00,M,29.80,1010.20,10.00,M,SCT,OVC,   ,   ,15000.00,20000.00,M,M,M,M,M,M,M,M,M,28.51,KAVP 141800Z 23007KT 10SM SCT150 OVC200 02/M03 A2980 RMK 933025/ 58030 10035 20023; SLP102 60077 T00171028 580/0
AVP,1996-01-14 19:00,37.04,28.04,69.63,220.00,7.00,M,29.78,1009.30,10.00,M,BKN,OVC,   ,   ,15000.00,20000.00,M,M,M,M,M,M,M,M,M,30.92,KAVP 141900Z 22007KT 10SM BKN150 OVC200 03/M02 A2978 RMK SLP093 T00281022
AVP,1996-01-14 20:00,37.94,28.04,67.21,240.00,8.00,M,29.76,1008.80,10.00,M,BKN,OVC,   ,   ,15000.00,20000.00,M,M,M,M,M,M,M,M,M,31.43,KAVP 142000Z 24008KT 10SM BKN150 OVC200 03/M02 A2976 RMK SLP088 T00331022
AVP,1996-01-14 21:00,37.94,28.94,69.73,250.00,5.00,M,29.77,1009.10,10.00,M,SCT,OVC,   ,   ,10000.00,20000.00,M,M,M,M,M,M,M,M,M,33.45,KAVP 142100Z 25005KT 10SM SCT100 OVC200 03/M02 A2977 RMK 8/077/ 55010; SLP091 T00331017
AVP,1996-01-14 22:00,39.02,28.94,66.85,230.00,8.00,M,29.77,1009.10,10.00,M,BKN,   ,   ,   ,20000.00,M,M,M,M,M,M,M,M,M,M,32.76,KAVP 142200Z 23008KT 10SM BKN200 04/M02 A2977 RMK SLP091 T00391017
AVP,1996-01-14 23:00,37.04,28.04,69.63,330.00,4.00,M,29.79,1009.90,15.00,M,BKN,   ,   ,   ,20000.00,M,M,M,M,M,M,M,M,M,M,33.31,KAVP 142300Z 33004KT 15SM BKN200 03/M02 A2979 RMK SLP099 T00281022
AVP,1996-01-15 00:00,33.08,26.96,77.96,190.00,6.00,M,29.84,1010.50,15.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,26.83,KAVP 150000Z 19006KT 15SM CLR 01/M03 A//// RMK SLP105 T00061028
AVP,1996-01-15 01:00,35.06,26.06,69.40,240.00,5.00,M,29.82,1011.00,15.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,30.03,KAVP 150100Z 24005KT 15SM CLR 02/M03 A2982 RMK SLP110 T00171033
AVP,1996-01-15 02:00,32.00,26.06,78.45,230.00,8.00,M,29.84,1011.70,15.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,24.11,KAVP 150200Z 23008KT 15SM CLR 00/M03 A2984 RMK SLP117 T00001033
AVP,1996-01-15 03:00,33.98,26.06,72.45,220.00,9.00,M,29.85,1011.90,15.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,25.98,KAVP 150300Z 22009KT 15SM CLR 01/M03 A2985 RMK 51015; SLP119 T00111033
AVP,1996-01-15 04:00,32.00,24.98,75.00,220.00,5.00,M,29.86,1012.30,15.00,M,SCT,   ,   ,   ,12000.00,M,M,M,M,M,M,M,M,M,M,26.40,KAVP 150400Z 22005KT 15SM SCT120 00/M04 A2986 RMK SLP123 T00001039
AVP,1996-01-15 05:00,28.94,24.08,81.80,0.00,0.00,M,29.88,1012.90,15.00,M,SCT,   ,   ,   ,3400.00,M,M,M,M,M,M,M,M,M,M,28.94,KAVP 150500Z 00000KT 15SM SCT034 M02/M04 A2988 RMK 400390023; SLP129 T10171044
AVP,1996-01-15 06:00,33.08,26.06,75.11,230.00,5.00,M,29.89,1013.10,10.00,M,BKN,   ,   ,   ,3400.00,M,M,M,M,M,M,M,M,M,M,27.68,KAVP 150600Z 23005KT 10SM BKN034 01/M03 A2989 RMK 8/500/ 10036 20028; SLP131 60012 T00061033 55020
AVP,1996-01-15 07:00,33.08,26.96,77.96,240.00,6.00,M,29.91,1013.80,10.00,M,OVC,   ,   ,   ,3300.00,M,M,M,M,M,M,M,M,M,M,26.83,KAVP 150700Z 24006KT 10SM OVC033 01/M03 A2991 RMK SLP138 T00061028
AVP,1996-01-15 08:00,33.08,28.04,81.50,210.00,4.00,M,29.94,1014.60,10.00,M,SCT,OVC,   ,   ,2200.00,3000.00,M,M,M,M,M,M,M,M,M,28.68,KAVP 150800Z 21004KT 10SM SCT022 OVC030 01/M02 A2994 RMK 98224; SLP146 T00061022
AVP,1996-01-15 09:00,35.96,30.02,78.79,280.00,4.00,M,29.96,1015.20,5.00,M,SCT,OVC,   ,   ,2100.00,2500.00,M,M,FG,M,M,M,M,M,M,32.04,KAVP 150900Z 28004KT 5SM FG SCT021 OVC025 02/M01 A2996 RMK 8/5/// 51022; SLP152 T00221011
AVP,1996-01-15 10:00,35.06,30.02,81.65,310.00,6.00,M,29.98,1016.10,5.00,M,OVC,   ,   ,   ,2100.00,M,M,M,FG,M,M,M,M,M,M,29.22,KAVP 151000Z 31006KT 5SM FG OVC021 02/M01 A2998 RMK SLP161 T00171011
AVP,1996-01-15 11:00,33.98,28.94,81.57,320.00,12.00,M,30.02,1017.60,6.00,M,OVC,   ,   ,   ,1500.00,M,M,M,FG,M,M,M,M,M,M,24.52,KAVP 151100Z 32012KT 6SM FG OVC015 01/M02 A3002 RMK SLP176 T00111017
AVP,1996-01-15 11:56,M,M,M,340.00,10.00,M,30.08,M,7.00,M,BKN,OVC,   ,   ,1300.00,1500.00,M,M,M,M,M,M,M,M,M,M,KAVP 151156Z 34010KT 7SM BKN013 OVC015 A3008 RMK SLPNO
AVP,1996-01-15 12:00,33.08,28.04,81.50,350.00,10.00,M,30.08,1019.50,7.00,M,SCT,OVC,   ,   ,1200.00,1500.00,M,M,M,M,M,M,M,M,M,24.32,KAVP 151200Z 35010KT 7SM SCT012 OVC015 01/M02 A3008 RMK 4/021/ 53039 10036 20031; SLP195 600// T00061022 580/5
AVP,1996-01-15 13:00,30.02,24.08,78.27,360.00,10.00,M,30.13,1021.20,7.00,M,OVC,   ,   ,   ,1400.00,M,M,M,M,M,M,M,M,M,M,20.49,KAVP 151300Z 36010KT 7SM OVC014 M01/M04 A3013 RMK SLP212 T10111044
AVP,1996-01-15 14:00,26.96,21.02,78.00,350.00,13.00,M,30.19,1023.50,10.00,M,OVC,   ,   ,   ,1400.00,M,M,M,M,M,M,M,M,M,M,15.11,KAVP 151400Z 35013KT 10SM OVC014 M03/M06 A3019 RMK PRESRR; SLP235 T10281061
AVP,1996-01-15 14:16,M,M,M,350.00,13.00,M,30.21,M,10.00,21.00,OVC,   ,   ,   ,1800.00,M,M,M,-SN,M,M,M,M,M,M,M,KAVP 151416Z 35013G21KT 10SM -SN OVC018 A3021 RMK SLPNO
AVP,1996-01-15 15:00,26.06,17.06,68.33,350.00,12.00,M,30.24,1025.20,10.00,24.00,OVC,   ,   ,   ,2500.00,M,M,M,-SN,M,M,M,M,M,M,14.44,KAVP 151500Z 35012G24KT 10SM -SN OVC025 M03/M08 A3024 RMK 8/5/// 6000// SB10; SLP252 T10331083 55020
AVP,1996-01-15 15:20,M,M,M,340.00,7.00,M,30.27,M,10.00,18.00,SCT,   ,   ,   ,2600.00,M,M,M,M,M,M,M,M,M,M,M,KAVP 151520Z 34007G18KT 10SM SCT026 A3027 RMK SLPNO
AVP,1996-01-15 16:00,26.96,15.08,60.41,320.00,6.00,M,30.31,1026.30,15.00,M,SCT,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,19.46,KAVP 151600Z 32006KT 15SM SCT/// M03/M09 A//// RMK SLP263 T10281094
AVP,1996-01-15 17:00,26.06,12.02,54.82,350.00,10.00,M,30.30,1027.30,15.00,M,SCT,   ,   ,   ,3300.00,M,M,M,M,M,M,M,M,M,M,15.52,KAVP 151700Z 35010KT 15SM SCT033 M03/M11 A3030 RMK SLP273 T10331111
AVP,1996-01-15 18:00,23.00,6.08,47.70,330.00,17.00,M,30.30,1027.40,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,8.28,KAVP 151800Z 33017KT 25SM CLR M05/M14 A3030 RMK 933021/ 10033 20023; SLP274 60020 T10501144 55010
AVP,1996-01-15 19:00,21.92,3.02,43.38,340.00,14.00,M,30.33,1028.50,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,8.17,KAVP 151900Z 34014KT 25SM CLR M06/M16 A3033 RMK SLP285 T10561161
AVP,1996-01-15 20:00,21.92,-0.04,37.62,350.00,12.00,M,30.36,1029.40,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,9.17,KAVP 152000Z 35012KT 25SM CLR M06/M18 A3036 RMK SLP294 T10561178
AVP,1996-01-15 21:00,19.94,-0.94,39.22,360.00,10.00,M,30.39,1030.40,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,7.84,KAVP 152100Z 36010KT 25SM CLR M07/M18 A3039 RMK 53029; SLP304 T10671183
AVP,1996-01-15 22:00,17.96,-0.94,42.69,350.00,8.00,M,30.44,1032.00,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,6.82,KAVP 152200Z 35008KT 25SM CLR M08/M18 A3044 RMK SLP320 T10781183
AVP,1996-01-15 23:00,15.98,-2.02,44.19,350.00,9.00,M,30.46,1033.00,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,3.59,KAVP 152300Z 35009KT 25SM CLR M09/M19 A3046 RMK SLP330 T10891189
AVP,1996-01-16 00:00,14.00,-4.00,43.85,30.00,7.00,M,30.50,1034.30,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,2.84,KAVP 160000Z 03007KT 25SM CLR M10/M20 A3050 RMK 4/021/ 10023 20014; SLP343 60036 T11001200 55020
AVP,1996-01-16 01:00,12.92,-4.00,45.98,20.00,8.00,M,30.52,1035.00,25.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,0.61,KAVP 160100Z 02008KT 25SM CLR M11/M20 A3052 RMK SLP350 T11061200
AVP,1996-01-16 02:00,10.94,-4.00,50.19,30.00,8.00,M,30.52,1035.30,20.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-1.83,KAVP 160200Z 03008KT 20SM CLR M12/M20 A3052 RMK SLP353 T11171200
AVP,1996-01-16 03:00,8.96,-2.92,57.74,50.00,9.00,M,30.58,1035.60,20.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-5.13,KAVP 160300Z 05009KT 20SM CLR M13/M19 A//// RMK SLP356 T11281194
AVP,1996-01-16 04:00,8.06,-5.08,54.22,50.00,8.00,M,30.58,1035.60,20.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,-5.38,KAVP 160400Z 05008KT 20SM CLR M13/M21 A//// RMK SLP356 T11331206
AVP,1996-01-16 05:00,6.98,-4.00,59.96,0.00,0.00,M,30.53,1035.60,20.00,M,CLR,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,6.98,KAVP 160500Z 00000KT 20SM CLR M14/M20 A3053 RMK 400360006; SLP356 T11391200
AVP,1996-01-16 06:00,3.92,-5.08,65.48,0.00,0.00,M,30.54,1036.10,15.00,M,SCT,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,3.92,KAVP 160600Z 00000KT 15SM SCT080 M16/M21 A3054 RMK 8/070/ 10014 20002; SLP361 60003 T11561206 55030
AVP,1996-01-16 07:00,3.92,-7.96,56.95,0.00,0.00,M,30.52,1035.60,15.00,M,SCT,   ,   ,   ,8000.00,M,M,M,M,M,M,M,M,M,M,3.92,KAVP 160700Z 00000KT 15SM SCT080 M16/M22 A3052 RMK SLP356 T11561222
